date,Page view,Avg. page time,Bounce rate,is_peak_season,,,
2013/6/21,,,,,,,
2013/6/22,,,,,,,
2013/6/23,,,,,,,
2013/6/24,,,,,,,
2013/6/25,,,,,,,
2013/6/26,,,,,,,
2013/6/27,,,,,,,
2013/6/28,381,00:01:27,58.39%,0,,,
2013/6/29,401,00:01:06,54.55%,0,,,
2013/6/30,330,00:01:14,57.85%,0,,,
2013/7/1,235,00:01:48,66.67%,1,,,
2013/7/2,235,00:01:19,60.00%,1,,,
2013/7/3,240,00:02:06,57.28%,1,,,
2013/7/4,230,00:01:46,55.91%,1,,,
2013/7/5,469,00:00:54,23.58%,1,,,
2013/7/6,493,00:00:58,22.34%,1,,,
2013/7/7,765,00:00:54,13.57%,1,,,
2013/7/8,389,00:00:42,14.42%,1,,,
2013/7/9,399,00:00:49,10.59%,1,,,
2013/7/10,"1,072",00:00:45,19.92%,1,,,
2013/7/11,"1,766",00:00:39,15.50%,1,,,
2013/7/12,556,00:00:42,16.78%,1,,,
2013/7/13,615,00:00:49,14.07%,1,,,
2013/7/14,578,00:01:14,16.95%,1,,,
2013/7/15,483,00:00:41,20.34%,1,,,
2013/7/16,380,00:00:34,14.29%,1,,,
2013/7/17,416,00:00:42,17.65%,1,,,
2013/7/18,248,00:00:21,15.00%,1,,,
2013/7/19,335,00:00:46,15.79%,1,,,
2013/7/20,253,00:00:36,15.94%,1,,,
2013/7/21,250,00:00:59,24.10%,1,,,
2013/7/22,368,00:00:43,23.91%,1,,,
2013/7/23,287,00:00:46,12.35%,1,,,
2013/7/24,398,00:00:44,12.36%,1,,,
2013/7/25,190,00:00:41,6.67%,1,,,
2013/7/26,257,00:00:34,9.86%,1,,,
2013/7/27,249,00:00:57,19.30%,1,,,
2013/7/28,477,00:00:57,10.47%,1,,,
2013/7/29,450,00:00:50,10.53%,1,,,
2013/7/30,572,00:00:45,19.83%,1,,,
2013/7/31,902,00:00:43,9.14%,1,,,
2013/8/1,428,00:00:38,13.48%,1,,,
2013/8/2,324,00:00:24,9.38%,1,,,
2013/8/3,336,00:01:02,15.38%,1,,,
2013/8/4,534,00:00:27,9.01%,1,,,
2013/8/5,501,00:00:32,12.05%,1,,,
2013/8/6,"2,425",00:00:33,5.35%,1,,,
2013/8/7,"5,945",00:00:31,10.18%,1,,,
2013/8/8,"3,038",00:00:25,13.78%,1,,,
2013/8/9,"1,554",00:00:33,18.49%,1,,,
2013/8/10,"1,246",00:00:27,15.61%,1,,,
2013/8/11,"1,925",00:00:32,15.05%,1,,,
2013/8/12,"1,203",00:00:30,16.97%,1,,,
2013/8/13,844,00:00:42,11.41%,1,,,
2013/8/14,"1,942",00:00:35,13.10%,1,,,
2013/8/15,"1,171",00:00:32,13.97%,1,,,
2013/8/16,723,00:00:36,15.11%,1,,,
2013/8/17,"1,164",00:00:34,13.25%,1,,,
2013/8/18,664,00:00:47,21.79%,1,,,
2013/8/19,912,00:00:40,20.11%,1,,,
2013/8/20,"1,728",00:00:33,15.06%,1,,,
2013/8/21,"2,307",00:00:29,11.44%,1,,,
2013/8/22,"1,193",00:00:41,14.22%,1,,,
2013/8/23,"1,412",00:00:38,13.18%,1,,,
2013/8/24,"4,596",00:00:35,13.28%,1,,,
2013/8/25,"3,582",00:00:35,17.82%,1,,,
2013/8/26,"1,454",00:00:38,22.02%,1,,,
2013/8/27,"1,675",00:00:29,22.82%,1,,,
2013/8/28,"1,381",00:00:32,12.69%,1,,,
2013/8/29,"1,419",00:00:47,16.53%,1,,,
2013/8/30,831,00:00:57,18.35%,1,,,
2013/8/31,865,00:00:47,24.71%,1,,,
2013/9/1,"1,073",00:00:48,22.76%,0,,,
2013/9/2,"1,225",00:00:40,22.58%,0,,,
2013/9/3,869,00:00:45,27.11%,0,,,
2013/9/4,"1,158",00:01:02,13.18%,0,,,
2013/9/5,,,,,,,
2013/9/6,484,00:00:39,28.71%,0,,,
2013/9/7,581,00:00:31,27.56%,0,,,
2013/9/8,455,00:00:55,23.76%,0,,,
2013/9/9,728,00:00:34,21.17%,0,,,
2013/9/10,667,00:00:53,24.26%,0,,,
2013/9/11,739,00:00:29,21.92%,0,,,
2013/9/12,786,00:00:39,20.36%,0,,,
2013/9/13,768,00:00:37,17.79%,0,,,
2013/9/14,771,00:00:39,17.24%,0,,,
2013/9/15,"1,353",00:00:50,15.62%,0,,,
2013/9/16,"3,078",00:00:42,16.53%,0,,,
2013/9/17,"1,137",00:00:33,21.66%,0,,,
2013/9/18,922,00:00:55,23.23%,0,,,
2013/9/19,408,00:00:37,16.83%,0,,,
2013/9/20,398,00:00:49,20.48%,0,,,
2013/9/21,655,00:00:25,20.35%,0,,,
2013/9/22,,,,,,,
2013/9/23,708,00:00:38,8.76%,0,,,
2013/9/24,581,00:00:40,16.39%,0,,,
2013/9/25,538,00:00:39,10.16%,0,,,
2013/9/26,746,00:00:39,9.76%,0,,,
2013/9/27,"1,163",00:00:34,8.98%,0,,,
2013/9/28,866,00:00:31,16.41%,0,,,
2013/9/29,"1,101",00:00:34,11.73%,0,,,
2013/9/30,"1,330",00:00:34,8.04%,0,,,
2013/10/1,764,00:00:45,11.02%,0,,,
2013/10/2,493,00:00:32,15.97%,0,,,
2013/10/3,405,00:00:26,19.00%,0,,,
2013/10/4,370,00:00:57,32.98%,0,,,
2013/10/5,559,00:00:28,12.50%,0,,,
2013/10/6,868,00:00:48,16.18%,0,,,
2013/10/7,"1,094",00:00:36,18.09%,0,,,
2013/10/8,"1,031",00:00:43,14.94%,0,,,
2013/10/9,964,00:00:48,21.50%,0,,,
2013/10/10,882,00:00:37,18.64%,0,,,
2013/10/11,494,00:00:56,14.95%,0,,,
2013/10/12,388,00:00:56,16.19%,0,,,
2013/10/13,691,00:00:37,13.60%,0,,,
2013/10/14,816,00:00:35,11.03%,0,,,
2013/10/15,"1,057",00:00:31,14.42%,0,,,
2013/10/16,898,00:00:44,15.38%,0,,,
2013/10/17,921,00:00:44,14.08%,0,,,
2013/10/18,862,00:00:27,13.48%,0,,,
2013/10/19,661,00:00:42,18.18%,0,,,
2013/10/20,628,00:00:50,21.19%,0,,,
2013/10/21,720,00:00:40,12.12%,0,,,
2013/10/22,"1,127",00:00:33,12.99%,0,,,
2013/10/23,718,00:00:28,10.74%,0,,,
2013/10/24,812,00:00:41,7.81%,0,,,
2013/10/25,756,00:00:30,11.97%,0,,,
2013/10/26,"4,557",00:00:42,14.70%,0,,,
2013/10/27,"3,248",00:00:33,16.06%,0,,,
2013/10/28,"2,445",00:00:43,13.96%,0,,,
2013/10/29,"1,610",00:00:50,12.84%,0,,,
2013/10/30,"1,526",00:00:48,12.11%,0,,,
2013/10/31,"2,183",00:00:39,19.00%,0,,,
2013/11/1,"1,432",00:00:47,17.28%,0,,,
2013/11/2,"1,153",00:00:37,19.82%,0,,,
2013/11/3,"1,238",00:00:39,16.07%,0,,,
2013/11/4,865,00:00:31,13.02%,0,,,
2013/11/5,873,00:00:45,17.31%,0,,,
2013/11/6,"1,370",00:00:30,14.78%,0,,,
2013/11/7,"1,239",00:00:39,15.59%,0,,,
2013/11/8,956,00:00:20,16.77%,0,,,
2013/11/9,858,00:00:46,26.19%,0,,,
2013/11/10,"1,392",00:00:53,11.61%,0,,,
2013/11/11,"2,654",00:00:48,15.32%,0,,,
2013/11/12,"1,308",00:00:30,14.55%,0,,,
2013/11/13,"1,222",00:00:50,17.69%,0,,,
2013/11/14,"1,023",00:00:38,16.75%,0,,,
2013/11/15,854,00:00:46,23.68%,0,,,
2013/11/16,"1,207",00:00:48,23.35%,0,,,
2013/11/17,"2,309",00:00:43,11.28%,0,,,
2013/11/18,"2,409",00:00:43,12.50%,0,,,
2013/11/19,"1,443",00:00:47,11.44%,0,,,
2013/11/20,"2,460",00:00:41,18.63%,0,,,
2013/11/21,"2,590",00:00:43,16.74%,0,,,
2013/11/22,"1,733",00:00:47,18.93%,0,,,
2013/11/23,"1,604",00:00:49,25.00%,0,,,
2013/11/24,"2,658",00:00:37,12.93%,0,,,
2013/11/25,"2,046",00:00:54,21.09%,0,,,
2013/11/26,"1,404",00:02:04,28.35%,0,,,
2013/11/27,,,,,,,
2013/11/28,"1,623",00:00:45,19.15%,0,,,
2013/11/29,"1,850",00:00:36,20.47%,0,,,
2013/11/30,"1,181",00:00:49,13.81%,0,,,
2013/12/1,794,00:01:00,15.18%,0,,,
2013/12/2,"5,497",00:00:30,12.17%,0,,,
2013/12/3,"2,023",00:00:33,23.69%,0,,,
2013/12/4,"1,641",00:00:36,19.34%,0,,,
2013/12/5,"1,052",00:00:46,17.62%,0,,,
2013/12/6,912,00:01:05,14.97%,0,,,
2013/12/7,934,00:00:47,28.00%,0,,,
2013/12/8,"2,202",00:00:36,14.02%,0,,,
2013/12/9,"2,465",00:00:36,14.03%,0,,,
2013/12/10,"1,317",00:00:34,13.36%,0,,,
2013/12/11,925,00:00:44,20.51%,0,,,
2013/12/12,873,00:00:55,42.91%,0,,,
2013/12/13,914,00:01:15,53.73%,0,,,
2013/12/14,913,00:01:03,53.99%,0,,,
2013/12/15,"1,187",00:00:59,57.01%,0,,,
2013/12/16,"1,143",00:00:37,22.54%,0,,,
2013/12/17,"1,104",00:00:33,20.17%,0,,,
2013/12/18,785,00:00:35,17.33%,0,,,
2013/12/19,616,00:00:37,25.00%,0,,,
2013/12/20,599,00:00:47,27.42%,0,,,
2013/12/21,432,00:00:57,23.96%,0,,,
2013/12/22,591,00:00:41,28.28%,0,,,
2013/12/23,"1,040",00:00:31,16.42%,0,,,
2013/12/24,444,00:00:33,16.47%,0,,,
2013/12/25,622,00:00:49,12.00%,0,,,
2013/12/26,608,00:00:35,19.53%,0,,,
2013/12/27,504,00:01:00,20.00%,0,,,
2013/12/28,602,00:00:53,14.52%,0,,,
2013/12/29,941,00:00:45,34.91%,0,,,
2013/12/30,915,00:00:30,28.71%,0,,,
2013/12/31,413,00:01:34,22.12%,0,,,
2014/1/1,607,00:00:35,12.82%,0,,,
2014/1/2,815,00:00:39,26.51%,0,,,
2014/1/3,"1,081",00:00:43,19.43%,0,,,
2014/1/4,550,00:00:47,29.01%,0,,,
2014/1/5,621,00:00:51,17.65%,0,,,
2014/1/6,947,00:00:31,17.75%,0,,,
2014/1/7,652,00:00:40,18.06%,0,,,
2014/1/8,795,00:00:35,22.69%,0,,,
2014/1/9,524,00:00:50,28.80%,0,,,
2014/1/10,"1,091",00:00:29,13.77%,0,,,
2014/1/11,"1,519",00:00:37,12.95%,0,,,
2014/1/12,580,00:00:40,12.50%,0,,,
2014/1/13,614,00:00:28,20.33%,0,,,
2014/1/14,390,00:00:50,22.09%,0,,,
2014/1/15,592,00:00:23,28.85%,0,,,
2014/1/16,728,00:00:23,14.75%,0,,,
2014/1/17,402,00:00:24,18.18%,0,,,
2014/1/18,419,00:00:47,15.07%,0,,,
2014/1/19,410,00:00:34,21.95%,0,,,
2014/1/20,717,00:00:48,15.57%,0,,,
2014/1/21,628,00:00:40,20.87%,0,,,
2014/1/22,561,00:00:55,17.56%,0,,,
2014/1/23,431,00:00:35,27.84%,0,,,
2014/1/24,376,00:00:26,23.68%,0,,,
2014/1/25,545,00:01:06,28.67%,0,,,
2014/1/26,519,00:00:28,20.59%,0,,,
2014/1/27,648,00:01:01,19.20%,0,,,
2014/1/28,299,00:00:39,24.05%,0,,,
2014/1/29,477,00:00:59,26.04%,0,,,
2014/1/30,156,00:00:47,39.22%,0,,,
2014/1/31,350,00:00:49,35.29%,0,,,
2014/2/1,215,00:01:04,21.88%,1,,,
2014/2/2,510,00:00:48,24.44%,1,,,
2014/2/3,508,00:00:32,24.24%,1,,,
2014/2/4,476,00:01:00,25.71%,1,,,
2014/2/5,775,00:00:47,23.58%,1,,,
2014/2/6,552,00:00:53,23.58%,1,,,
2014/2/7,560,00:00:28,18.35%,1,,,
2014/2/8,556,00:00:37,31.31%,1,,,
2014/2/9,716,00:00:30,25.34%,1,,,
2014/2/10,803,00:00:47,21.85%,1,,,
2014/2/11,"1,050",00:00:41,16.34%,1,,,
2014/2/12,881,00:00:36,19.77%,1,,,
2014/2/13,"1,402",00:00:41,14.85%,1,,,
2014/2/14,"1,011",00:00:43,19.46%,1,,,
2014/2/15,"1,840",00:00:38,16.49%,1,,,
2014/2/16,"1,341",00:00:32,16.12%,1,,,
2014/2/17,685,00:00:33,26.76%,1,,,
2014/2/18,"1,159",00:00:38,18.38%,1,,,
2014/2/19,"1,958",00:00:36,17.45%,1,,,
2014/2/20,"2,224",00:00:39,33.73%,1,,,
2014/2/21,"2,370",00:00:39,43.19%,1,,,
2014/2/22,"2,403",00:00:40,23.92%,1,,,
2014/2/23,"2,582",00:00:37,16.14%,1,,,
2014/2/24,"2,129",00:00:46,15.28%,1,,,
2014/2/25,"2,250",00:00:42,14.66%,1,,,
2014/2/26,"1,245",00:00:46,16.43%,1,,,
2014/2/27,"1,226",00:00:40,15.56%,1,,,
2014/2/28,949,00:00:43,15.29%,1,,,
2014/3/1,"1,272",00:00:42,16.75%,1,,,
2014/3/2,"1,134",00:00:56,16.43%,1,,,
2014/3/3,986,00:00:32,15.76%,1,,,
2014/3/4,791,00:00:41,13.86%,1,,,
2014/3/5,953,00:00:40,20.45%,1,,,
2014/3/6,746,00:00:37,23.42%,1,,,
2014/3/7,"1,022",00:00:45,22.58%,1,,,
2014/3/8,923,00:00:46,22.50%,1,,,
2014/3/9,801,00:00:57,16.46%,1,,,
2014/3/10,896,00:00:38,19.23%,1,,,
2014/3/11,702,00:00:38,20.95%,1,,,
2014/3/12,795,00:00:37,12.27%,1,,,
2014/3/13,693,00:00:38,21.62%,1,,,
2014/3/14,788,00:00:37,17.69%,1,,,
2014/3/15,890,00:00:42,22.29%,1,,,
2014/3/16,952,00:00:29,25.76%,1,,,
2014/3/17,971,00:00:28,15.43%,1,,,
2014/3/18,768,00:00:43,23.71%,1,,,
2014/3/19,393,00:00:55,22.77%,1,,,
2014/3/20,"1,241",00:00:42,21.83%,1,,,
2014/3/21,748,00:00:41,23.46%,1,,,
2014/3/22,805,00:00:41,18.49%,1,,,
2014/3/23,658,00:00:33,21.50%,1,,,
2014/3/24,344,00:00:53,22.67%,1,,,
2014/3/25,317,00:00:47,15.79%,1,,,
2014/3/26,593,00:00:27,23.15%,1,,,
2014/3/27,,,,,,,
2014/3/28,854,00:00:42,21.56%,1,,,
2014/3/29,536,00:00:36,18.52%,1,,,
2014/3/30,446,00:00:40,20.29%,1,,,
2014/3/31,273,00:00:23,21.13%,1,,,
2014/4/1,612,00:00:36,22.12%,0,,,
2014/4/2,814,00:00:44,16.48%,0,,,
2014/4/3,694,00:00:42,25.81%,0,,,
2014/4/4,397,00:00:34,34.09%,0,,,
2014/4/5,362,00:00:34,42.19%,0,,,
2014/4/6,318,00:00:45,41.67%,0,,,
2014/4/7,405,00:00:21,16.33%,0,,,
2014/4/8,754,00:00:32,19.08%,0,,,
2014/4/9,987,00:00:42,21.76%,0,,,
2014/4/10,803,00:00:31,19.58%,0,,,
2014/4/11,651,00:00:43,19.05%,0,,,
2014/4/12,"1,293",00:00:39,29.00%,0,,,
2014/4/13,"1,051",00:00:28,23.60%,0,,,
2014/4/14,871,00:00:28,19.20%,0,,,
2014/4/15,724,00:00:34,17.07%,0,,,
2014/4/16,527,00:00:51,16.95%,0,,,
2014/4/17,518,00:00:29,26.37%,0,,,
2014/4/18,611,00:00:32,18.27%,0,,,
2014/4/19,643,00:00:46,17.53%,0,,,
2014/4/20,690,00:00:41,16.33%,0,,,
2014/4/21,605,00:00:44,18.42%,0,,,
2014/4/22,720,00:00:28,20.57%,0,,,
2014/4/23,"1,046",00:00:54,21.23%,0,,,
2014/4/24,669,00:00:34,29.58%,0,,,
2014/4/25,819,00:00:35,15.17%,0,,,
2014/4/26,957,00:00:55,19.14%,0,,,
2014/4/27,708,00:00:39,22.48%,0,,,
2014/4/28,570,00:00:31,21.11%,0,,,
2014/4/29,810,00:00:47,18.18%,0,,,
2014/4/30,483,00:00:26,23.02%,0,,,
2014/5/1,399,00:00:35,21.98%,0,,,
2014/5/2,612,00:00:54,17.39%,0,,,
2014/5/3,615,00:00:47,19.66%,0,,,
2014/5/4,415,00:00:43,28.92%,0,,,
2014/5/5,482,00:00:27,15.38%,0,,,
2014/5/6,333,00:00:18,20.73%,0,,,
2014/5/7,568,00:00:36,22.00%,0,,,
2014/5/8,212,00:00:35,22.22%,0,,,
2014/5/9,392,00:00:49,18.46%,0,,,
2014/5/10,406,00:00:43,29.23%,0,,,
2014/5/11,319,00:00:29,21.21%,0,,,
2014/5/12,543,00:00:32,21.43%,0,,,
2014/5/13,729,00:00:45,21.79%,0,,,
2014/5/14,"1,419",00:00:37,15.25%,0,,,
2014/5/15,"2,739",00:00:34,22.43%,0,,,
2014/5/16,933,00:00:41,26.43%,0,,,
2014/5/17,451,00:00:34,27.59%,0,,,
2014/5/18,530,00:00:34,24.00%,0,,,
2014/5/19,850,00:00:33,22.46%,0,,,
2014/5/20,"1,523",00:00:27,24.24%,0,,,
2014/5/21,"1,055",00:00:48,20.47%,0,,,
2014/5/22,"1,096",00:00:39,18.18%,0,,,
2014/5/23,631,00:00:26,22.02%,0,,,
2014/5/24,659,00:00:35,22.02%,0,,,
2014/5/25,531,00:00:36,15.66%,0,,,
2014/5/26,564,00:00:37,21.90%,0,,,
2014/5/27,"1,284",00:00:37,12.09%,0,,,
2014/5/28,"4,811",00:00:31,9.44%,0,,,
2014/5/29,"5,423",00:00:34,11.51%,0,,,
2014/5/30,"2,537",00:00:36,21.20%,0,,,
2014/5/31,819,00:00:30,23.19%,0,,,
2014/6/1,619,00:00:44,28.68%,0,,,
2014/6/2,"1,625",00:00:38,14.72%,0,,,
2014/6/3,"2,139",00:00:38,15.75%,0,,,
2014/6/4,"1,063",00:00:36,20.11%,0,,,
2014/6/5,"1,179",00:00:42,19.39%,0,,,
2014/6/6,991,00:00:27,15.54%,0,,,
2014/6/7,"1,205",00:00:36,14.20%,0,,,
2014/6/8,"1,872",00:00:34,13.52%,0,,,
2014/6/9,"1,334",00:00:38,15.35%,0,,,
2014/6/10,"1,157",00:00:41,18.64%,0,,,
2014/6/11,"1,132",00:00:29,18.23%,0,,,
2014/6/12,"1,188",00:00:27,16.03%,0,,,
2014/6/13,632,00:00:40,27.13%,0,,,
2014/6/14,564,00:00:42,23.76%,0,,,
2014/6/15,569,00:00:47,26.62%,0,,,
2014/6/16,610,00:00:27,22.58%,0,,,
2014/6/17,490,00:00:27,26.32%,0,,,
2014/6/18,561,00:00:54,26.79%,0,,,
2014/6/19,606,00:00:23,20.18%,0,,,
2014/6/20,"1,000",00:00:24,23.44%,0,,,
2014/6/21,573,00:00:46,22.78%,0,,,
2014/6/22,606,00:00:32,22.64%,0,,,
2014/6/23,867,00:00:25,23.24%,0,,,
2014/6/24,"1,720",00:00:35,30.60%,0,,,
2014/6/25,"5,172",00:00:34,23.42%,0,,,
2014/6/26,"4,559",00:00:34,14.41%,0,,,
2014/6/27,"2,568",00:00:41,21.81%,0,,,
2014/6/28,"1,463",00:00:40,23.53%,0,,,
2014/6/29,"11,984",00:00:48,23.38%,0,,,
2014/6/30,"13,119",00:00:39,22.23%,0,,,
2014/7/1,"5,747",00:00:39,28.44%,1,,,
2014/7/2,"4,454",00:00:41,24.46%,1,,,
2014/7/3,,,,,,,
2014/7/4,"2,411",00:00:40,24.94%,1,,,
2014/7/5,"4,325",00:00:43,26.32%,1,,,
2014/7/6,"3,242",00:00:39,27.82%,1,,,
2014/7/7,"3,864",00:00:45,20.38%,1,,,
2014/7/8,"2,248",00:00:52,26.98%,1,,,
2014/7/9,"2,102",00:00:37,15.61%,1,,,
2014/7/10,"2,394",00:00:41,20.42%,1,,,
2014/7/11,"2,468",00:00:39,21.31%,1,,,
2014/7/12,"1,662",00:00:44,17.11%,1,,,
2014/7/13,"2,161",00:00:38,22.97%,1,,,
2014/7/14,"3,036",00:00:35,19.24%,1,,,
2014/7/15,"2,730",00:00:37,14.50%,1,,,
2014/7/16,"3,753",00:00:37,13.87%,1,,,
2014/7/17,"3,285",00:00:35,14.40%,1,,,
2014/7/18,"10,316",00:00:33,16.37%,1,,,
2014/7/19,"5,701",00:00:42,20.38%,1,,,
2014/7/20,"15,341",00:00:43,27.11%,1,,,
2014/7/21,"29,561",00:00:38,27.43%,1,,,
2014/7/22,"25,940",00:00:40,24.22%,1,,,
2014/7/23,"29,088",00:00:45,24.71%,1,,,
2014/7/24,"19,551",00:00:40,23.55%,1,,,
2014/7/25,"9,516",00:00:43,23.03%,1,,,
2014/7/26,"7,730",00:00:39,22.52%,1,,,
2014/7/27,"5,169",00:00:48,22.75%,1,,,
2014/7/28,"4,120",00:00:39,21.64%,1,,,
2014/7/29,"2,895",00:00:35,23.32%,1,,,
2014/7/30,"2,942",00:00:49,21.48%,1,,,
2014/7/31,"2,919",00:00:50,27.37%,1,,,
2014/8/1,"2,349",00:00:48,25.17%,1,,,
2014/8/2,"2,889",00:00:46,30.00%,1,,,
2014/8/3,"2,566",00:00:47,27.04%,1,,,
2014/8/4,"4,855",00:00:50,39.30%,1,,,
2014/8/5,"5,468",00:00:59,40.81%,1,,,
2014/8/6,"3,732",00:00:43,34.19%,1,,,
2014/8/7,"7,534",00:00:38,18.76%,1,,,
2014/8/8,"6,292",00:00:35,20.11%,1,,,
2014/8/9,"4,109",00:00:39,24.70%,1,,,
2014/8/10,"4,723",00:00:45,22.11%,1,,,
2014/8/11,"9,589",00:00:43,21.31%,1,,,
2014/8/12,"7,527",00:00:37,20.69%,1,,,
2014/8/13,"8,686",00:00:36,15.95%,1,,,
2014/8/14,"6,249",00:00:42,25.69%,1,,,
2014/8/15,"5,721",00:00:44,22.12%,1,,,
2014/8/16,"3,745",00:00:44,37.57%,1,,,
2014/8/17,"4,326",00:00:42,24.12%,1,,,
2014/8/18,"5,971",00:00:42,22.31%,1,,,
2014/8/19,"3,502",00:00:50,23.35%,1,,,
2014/8/20,"3,644",00:00:43,26.94%,1,,,
2014/8/21,"2,833",00:00:38,24.91%,1,,,
2014/8/22,"3,112",00:00:47,28.86%,1,,,
2014/8/23,"5,125",00:00:48,35.45%,1,,,
2014/8/24,"6,010",00:00:40,26.84%,1,,,
2014/8/25,"4,829",00:00:41,22.86%,1,,,
2014/8/26,"3,453",00:00:38,23.57%,1,,,
2014/8/27,"3,105",00:00:47,23.43%,1,,,
2014/8/28,"3,198",00:00:41,27.32%,1,,,
2014/8/29,"2,800",00:00:44,31.25%,1,,,
2014/8/30,"1,754",00:00:47,33.74%,1,,,
2014/8/31,"1,933",00:00:58,28.33%,1,,,
2014/9/1,"1,869",00:00:52,25.29%,0,,,
2014/9/2,"1,867",00:00:42,26.70%,0,,,
2014/9/3,"1,928",00:00:44,27.18%,0,,,
2014/9/4,"2,155",00:00:44,24.87%,0,,,
2014/9/5,"2,179",00:00:57,26.57%,0,,,
2014/9/6,"1,901",00:00:49,25.63%,0,,,
2014/9/7,"1,477",00:00:50,28.17%,0,,,
2014/9/8,"1,822",00:00:49,28.49%,0,,,
2014/9/9,"2,299",00:00:44,26.49%,0,,,
2014/9/10,"1,453",00:00:48,30.16%,0,,,
2014/9/11,"1,019",00:00:51,26.67%,0,,,
2014/9/12,"1,067",00:00:56,26.69%,0,,,
2014/9/13,"1,490",00:00:57,28.42%,0,,,
2014/9/14,"2,040",00:00:42,23.15%,0,,,
2014/9/15,"2,128",00:00:39,21.92%,0,,,
2014/9/16,"1,352",00:00:29,23.55%,0,,,
2014/9/17,"1,430",00:00:33,28.32%,0,,,
2014/9/18,"1,388",00:00:33,33.72%,0,,,
2014/9/19,"1,008",00:00:30,23.56%,0,,,
2014/9/20,886,00:00:40,27.51%,0,,,
2014/9/21,"1,521",00:00:29,17.45%,0,,,
2014/9/22,"1,737",00:00:34,20.24%,0,,,
2014/9/23,"2,105",00:00:45,25.76%,0,,,
2014/9/24,"2,129",00:00:35,21.51%,0,,,
2014/9/25,"1,430",00:00:44,17.45%,0,,,
2014/9/26,"1,166",00:00:31,18.50%,0,,,
2014/9/27,"1,636",00:00:42,13.72%,0,,,
2014/9/28,"1,308",00:00:22,9.85%,0,,,
2014/9/29,"1,065",00:00:39,22.12%,0,,,
2014/9/30,"1,090",00:00:31,24.00%,0,,,
2014/10/1,"2,292",00:00:42,18.80%,0,,,
2014/10/2,"2,273",00:00:44,24.94%,0,,,
2014/10/3,"2,248",00:00:39,23.99%,0,,,
2014/10/4,"2,575",00:00:48,31.17%,0,,,
2014/10/5,"2,650",00:00:44,27.25%,0,,,
2014/10/6,"2,154",00:00:37,23.97%,0,,,
2014/10/7,"2,353",00:00:38,22.83%,0,,,
2014/10/8,"1,904",00:00:36,24.43%,0,,,
2014/10/9,"1,436",00:00:35,20.83%,0,,,
2014/10/10,"1,121",00:00:33,23.11%,0,,,
2014/10/11,"1,580",00:00:33,25.00%,0,,,
2014/10/12,"1,452",00:00:37,23.65%,0,,,
2014/10/13,"1,916",00:00:31,22.41%,0,,,
2014/10/14,"1,739",00:00:36,18.87%,0,,,
2014/10/15,"2,211",00:00:45,23.76%,0,,,
2014/10/16,"1,766",00:00:38,21.64%,0,,,
2014/10/17,"2,058",00:00:38,21.26%,0,,,
2014/10/18,"1,113",00:00:32,25.83%,0,,,
2014/10/19,"1,583",00:00:37,24.19%,0,,,
2014/10/20,"1,626",00:00:42,21.82%,0,,,
2014/10/21,"1,854",00:00:36,22.44%,0,,,
2014/10/22,"2,395",00:00:36,24.26%,0,,,
2014/10/23,"2,365",00:00:44,28.08%,0,,,
2014/10/24,"1,800",00:00:43,28.04%,0,,,
2014/10/25,"1,330",00:00:45,29.52%,0,,,
2014/10/26,"1,526",00:00:43,26.22%,0,,,
2014/10/27,"1,648",00:00:48,26.42%,0,,,
2014/10/28,"1,305",00:00:33,32.17%,0,,,
2014/10/29,"1,664",00:00:46,22.87%,0,,,
2014/10/30,"1,982",00:00:26,20.39%,0,,,
2014/10/31,"1,158",00:00:42,30.22%,0,,,
2014/11/1,"1,619",00:00:31,22.18%,0,,,
2014/11/2,"2,059",00:00:38,26.03%,0,,,
2014/11/3,"2,123",00:00:33,24.19%,0,,,
2014/11/4,"1,751",00:00:35,22.38%,0,,,
2014/11/5,"1,740",00:00:37,23.82%,0,,,
2014/11/6,"1,823",00:00:38,22.94%,0,,,
2014/11/7,"1,350",00:00:39,20.61%,0,,,
2014/11/8,"1,012",00:00:41,31.78%,0,,,
2014/11/9,"1,278",00:00:44,25.48%,0,,,
2014/11/10,"1,272",00:00:35,23.60%,0,,,
2014/11/11,"1,329",00:00:39,23.62%,0,,,
2014/11/12,"1,231",00:00:42,18.43%,0,,,
2014/11/13,"1,380",00:00:33,27.74%,0,,,
2014/11/14,"1,231",00:00:46,30.00%,0,,,
2014/11/15,"1,500",00:00:45,24.64%,0,,,
2014/11/16,"2,062",00:00:43,21.10%,0,,,
2014/11/17,"2,639",00:00:36,19.62%,0,,,
2014/11/18,"1,821",00:00:39,21.75%,0,,,
2014/11/19,"1,828",00:00:38,27.44%,0,,,
2014/11/20,"2,567",00:00:35,22.84%,0,,,
2014/11/21,"1,625",00:00:45,22.14%,0,,,
2014/11/22,"1,371",00:00:34,23.11%,0,,,
2014/11/23,"1,739",00:00:39,30.19%,0,,,
2014/11/24,"1,803",00:00:44,26.57%,0,,,
2014/11/25,"2,419",00:00:37,22.59%,0,,,
2014/11/26,"3,069",00:00:41,20.31%,0,,,
2014/11/27,"2,384",00:00:37,19.68%,0,,,
2014/11/28,"1,752",00:00:44,25.26%,0,,,
2014/11/29,"1,104",00:00:43,24.76%,0,,,
2014/11/30,"1,617",00:00:41,20.56%,0,,,
2014/12/1,"1,619",00:00:40,24.22%,0,,,
2014/12/2,"1,810",00:00:25,17.87%,0,,,
